timestamp_utc,ip,cpu_percent
2026-04-14T11:07:44+00:00,192.168.56.21,
2026-04-14T11:08:14+00:00,192.168.56.20,
2026-04-14T11:08:14+00:00,192.168.56.21,
2026-04-14T11:08:44+00:00,192.168.56.20,
2026-04-14T11:08:44+00:00,192.168.56.21,
2026-04-14T11:09:14+00:00,192.168.56.20,
2026-04-14T11:09:14+00:00,192.168.56.21,
2026-04-14T11:09:44+00:00,192.168.56.20,
2026-04-14T11:09:44+00:00,192.168.56.21,
2026-04-14T11:10:14+00:00,192.168.56.20,
2026-04-14T11:10:14+00:00,192.168.56.21,
2026-04-14T11:10:44+00:00,192.168.56.20,
2026-04-14T11:10:44+00:00,192.168.56.21,
2026-04-14T11:11:14+00:00,192.168.56.20,
2026-04-14T11:11:14+00:00,192.168.56.21,
2026-04-14T11:11:44+00:00,192.168.56.20,
2026-04-14T11:11:44+00:00,192.168.56.21,
2026-04-14T11:12:14+00:00,192.168.56.20,
2026-04-14T11:12:14+00:00,192.168.56.21,
2026-04-14T11:12:44+00:00,192.168.56.20,
2026-04-14T11:12:44+00:00,192.168.56.21,
2026-04-14T11:13:14+00:00,192.168.56.20,
2026-04-14T11:13:14+00:00,192.168.56.21,
2026-04-14T11:13:44+00:00,192.168.56.20,
2026-04-14T11:13:44+00:00,192.168.56.21,
2026-04-14T11:14:14+00:00,192.168.56.20,
2026-04-14T11:14:14+00:00,192.168.56.21,
2026-04-14T11:14:44+00:00,192.168.56.20,
2026-04-14T11:14:44+00:00,192.168.56.21,
2026-04-14T11:15:15+00:00,192.168.56.20,
2026-04-14T11:15:15+00:00,192.168.56.21,
2026-04-14T11:15:45+00:00,192.168.56.20,
2026-04-14T11:15:45+00:00,192.168.56.21,
2026-04-14T11:16:15+00:00,192.168.56.20,
2026-04-14T11:16:15+00:00,192.168.56.21,
2026-04-14T11:16:45+00:00,192.168.56.20,
2026-04-14T11:16:45+00:00,192.168.56.21,
2026-04-14T11:17:15+00:00,192.168.56.20,
2026-04-14T11:17:15+00:00,192.168.56.21,
2026-04-14T11:17:45+00:00,192.168.56.20,
2026-04-14T11:17:45+00:00,192.168.56.21,
2026-04-14T11:18:15+00:00,192.168.56.20,
2026-04-14T11:18:15+00:00,192.168.56.21,
2026-04-14T11:18:45+00:00,192.168.56.20,
2026-04-14T11:18:45+00:00,192.168.56.21,
2026-04-14T11:19:15+00:00,192.168.56.20,
2026-04-14T11:19:15+00:00,192.168.56.21,
2026-04-14T11:19:45+00:00,192.168.56.20,
2026-04-14T11:19:45+00:00,192.168.56.21,
2026-04-14T11:20:15+00:00,192.168.56.20,
2026-04-14T11:20:15+00:00,192.168.56.21,
2026-04-14T11:20:45+00:00,192.168.56.20,
2026-04-14T11:20:45+00:00,192.168.56.21,
2026-04-14T11:21:15+00:00,192.168.56.20,
2026-04-14T11:21:15+00:00,192.168.56.21,
2026-04-14T11:21:45+00:00,192.168.56.20,
2026-04-14T11:21:45+00:00,192.168.56.21,
2026-04-14T11:22:15+00:00,192.168.56.20,
2026-04-14T11:22:15+00:00,192.168.56.21,
2026-04-14T11:22:45+00:00,192.168.56.20,
2026-04-14T11:22:45+00:00,192.168.56.21,
2026-04-14T11:23:15+00:00,192.168.56.20,
2026-04-14T11:23:15+00:00,192.168.56.21,
2026-04-14T11:23:45+00:00,192.168.56.20,
2026-04-14T11:23:45+00:00,192.168.56.21,
2026-04-14T11:24:15+00:00,192.168.56.20,
2026-04-14T11:24:15+00:00,192.168.56.21,
2026-04-14T11:24:45+00:00,192.168.56.20,
2026-04-14T11:24:45+00:00,192.168.56.21,
2026-04-14T11:25:15+00:00,192.168.56.20,
2026-04-14T11:25:15+00:00,192.168.56.21,
2026-04-14T11:25:45+00:00,192.168.56.20,
2026-04-14T11:25:45+00:00,192.168.56.21,
2026-04-14T11:26:15+00:00,192.168.56.20,
2026-04-14T11:26:15+00:00,192.168.56.21,
2026-04-14T12:19:48+00:00,192.168.56.20,
2026-04-14T12:19:48+00:00,192.168.56.21,
2026-04-14T12:20:18+00:00,192.168.56.20,
2026-04-14T12:20:18+00:00,192.168.56.21,
2026-04-14T12:20:48+00:00,192.168.56.20,
2026-04-14T12:20:48+00:00,192.168.56.21,
2026-04-14T12:21:18+00:00,192.168.56.20,
2026-04-14T12:21:18+00:00,192.168.56.21,
2026-04-14T12:21:48+00:00,192.168.56.20,
2026-04-14T12:21:48+00:00,192.168.56.21,
2026-04-14T12:22:18+00:00,192.168.56.20,
2026-04-14T12:22:18+00:00,192.168.56.21,
2026-04-14T12:22:48+00:00,192.168.56.20,
2026-04-14T12:22:48+00:00,192.168.56.21,
2026-04-14T12:23:18+00:00,192.168.56.20,
2026-04-14T12:23:18+00:00,192.168.56.21,
2026-04-14T12:23:48+00:00,192.168.56.20,
2026-04-14T12:23:48+00:00,192.168.56.21,
2026-04-14T12:24:18+00:00,192.168.56.20,
2026-04-14T12:24:18+00:00,192.168.56.21,
2026-04-14T12:24:48+00:00,192.168.56.20,
2026-04-14T12:24:48+00:00,192.168.56.21,
2026-04-14T12:25:18+00:00,192.168.56.20,
2026-04-14T12:25:18+00:00,192.168.56.21,
2026-04-14T12:25:48+00:00,192.168.56.20,
2026-04-14T12:25:48+00:00,192.168.56.21,
2026-04-14T12:26:18+00:00,192.168.56.20,
2026-04-14T12:26:18+00:00,192.168.56.21,
2026-04-14T12:26:48+00:00,192.168.56.20,
2026-04-14T12:26:48+00:00,192.168.56.21,
2026-04-14T12:27:18+00:00,192.168.56.20,
2026-04-14T12:27:18+00:00,192.168.56.21,
2026-04-14T12:27:48+00:00,192.168.56.20,
2026-04-14T12:27:48+00:00,192.168.56.21,
2026-04-14T12:28:18+00:00,192.168.56.20,
2026-04-14T12:28:18+00:00,192.168.56.21,
2026-04-14T12:28:48+00:00,192.168.56.20,
2026-04-14T12:28:48+00:00,192.168.56.21,
2026-04-14T12:29:18+00:00,192.168.56.20,
2026-04-14T12:29:18+00:00,192.168.56.21,
2026-04-14T12:29:48+00:00,192.168.56.20,
2026-04-14T12:29:48+00:00,192.168.56.21,
2026-04-14T12:30:18+00:00,192.168.56.20,
2026-04-14T12:30:18+00:00,192.168.56.21,
2026-04-14T12:30:49+00:00,192.168.56.20,
2026-04-14T12:30:49+00:00,192.168.56.21,
2026-04-14T12:31:19+00:00,192.168.56.20,
2026-04-14T12:31:19+00:00,192.168.56.21,
2026-04-14T12:31:49+00:00,192.168.56.20,
2026-04-14T12:31:49+00:00,192.168.56.21,
2026-04-14T12:32:19+00:00,192.168.56.20,
2026-04-14T12:32:19+00:00,192.168.56.21,
2026-04-14T12:32:49+00:00,192.168.56.20,
2026-04-14T12:32:49+00:00,192.168.56.21,
2026-04-14T12:33:19+00:00,192.168.56.20,
2026-04-14T12:33:19+00:00,192.168.56.21,
2026-04-14T12:33:49+00:00,192.168.56.20,
2026-04-14T12:33:49+00:00,192.168.56.21,
2026-04-14T12:34:19+00:00,192.168.56.20,
2026-04-14T12:34:19+00:00,192.168.56.21,
2026-04-14T12:34:49+00:00,192.168.56.20,
2026-04-14T12:34:49+00:00,192.168.56.21,
2026-04-14T12:35:19+00:00,192.168.56.20,
2026-04-14T12:35:19+00:00,192.168.56.21,
2026-04-14T12:35:49+00:00,192.168.56.20,
2026-04-14T12:35:49+00:00,192.168.56.21,
2026-04-14T12:36:19+00:00,192.168.56.20,
2026-04-14T12:36:19+00:00,192.168.56.21,
2026-04-14T12:36:49+00:00,192.168.56.20,
2026-04-14T12:36:49+00:00,192.168.56.21,
2026-04-14T12:37:19+00:00,192.168.56.20,
2026-04-14T12:37:19+00:00,192.168.56.21,
2026-04-14T12:37:49+00:00,192.168.56.20,
2026-04-14T12:37:49+00:00,192.168.56.21,
2026-04-14T12:38:19+00:00,192.168.56.20,
2026-04-14T12:38:19+00:00,192.168.56.21,
2026-04-14T12:39:18+00:00,192.168.56.20,7
2026-04-14T12:39:18+00:00,192.168.56.21,3
2026-04-14T12:39:49+00:00,192.168.56.20,7
2026-04-14T12:39:49+00:00,192.168.56.21,2
2026-04-14T12:40:19+00:00,192.168.56.20,7
2026-04-14T12:40:19+00:00,192.168.56.21,2
2026-04-14T12:40:49+00:00,192.168.56.20,6
2026-04-14T12:40:49+00:00,192.168.56.21,2
2026-04-14T12:41:19+00:00,192.168.56.20,8
2026-04-14T12:41:19+00:00,192.168.56.21,3
2026-04-14T12:41:49+00:00,192.168.56.20,5
2026-04-14T12:41:49+00:00,192.168.56.21,2
2026-04-14T12:42:19+00:00,192.168.56.20,3
2026-04-14T12:42:19+00:00,192.168.56.21,2
2026-04-14T12:42:49+00:00,192.168.56.20,2
2026-04-14T12:42:49+00:00,192.168.56.21,3
2026-04-14T12:43:19+00:00,192.168.56.20,1
2026-04-14T12:43:19+00:00,192.168.56.21,2
2026-04-14T12:43:49+00:00,192.168.56.20,1
2026-04-14T12:43:49+00:00,192.168.56.21,1
2026-04-14T12:44:19+00:00,192.168.56.20,1
2026-04-14T12:44:19+00:00,192.168.56.21,1
2026-04-14T12:44:49+00:00,192.168.56.20,0
2026-04-14T12:44:49+00:00,192.168.56.21,0
2026-04-14T12:45:19+00:00,192.168.56.20,0
2026-04-14T12:45:19+00:00,192.168.56.21,0
2026-04-14T12:45:49+00:00,192.168.56.20,0
2026-04-14T12:45:49+00:00,192.168.56.21,0
2026-04-14T12:46:19+00:00,192.168.56.20,0
2026-04-14T12:46:19+00:00,192.168.56.21,0
2026-04-14T12:46:49+00:00,192.168.56.20,0
2026-04-14T12:46:49+00:00,192.168.56.21,0
2026-04-14T12:47:19+00:00,192.168.56.20,0
2026-04-14T12:47:19+00:00,192.168.56.21,0
2026-04-14T12:47:49+00:00,192.168.56.20,0
2026-04-14T12:47:49+00:00,192.168.56.21,0
2026-04-14T12:48:19+00:00,192.168.56.20,0
2026-04-14T12:48:19+00:00,192.168.56.21,0
2026-04-14T12:48:49+00:00,192.168.56.20,0
2026-04-14T12:48:49+00:00,192.168.56.21,0
2026-04-14T12:49:19+00:00,192.168.56.20,0
2026-04-14T12:49:19+00:00,192.168.56.21,0
2026-04-14T12:49:49+00:00,192.168.56.20,0
2026-04-14T12:49:49+00:00,192.168.56.21,0
2026-04-14T12:50:19+00:00,192.168.56.20,0
2026-04-14T12:50:19+00:00,192.168.56.21,0
2026-04-14T12:50:49+00:00,192.168.56.20,0
2026-04-14T12:50:49+00:00,192.168.56.21,0
2026-04-14T12:51:19+00:00,192.168.56.20,0
2026-04-14T12:51:19+00:00,192.168.56.21,0
2026-04-14T12:51:49+00:00,192.168.56.20,0
2026-04-14T12:51:49+00:00,192.168.56.21,0
2026-04-14T12:52:19+00:00,192.168.56.20,0
2026-04-14T12:52:19+00:00,192.168.56.21,0
2026-04-14T12:52:49+00:00,192.168.56.20,0
2026-04-14T12:52:49+00:00,192.168.56.21,0
2026-04-14T12:53:19+00:00,192.168.56.20,0
2026-04-14T12:53:19+00:00,192.168.56.21,0
2026-04-14T12:53:49+00:00,192.168.56.20,0
2026-04-14T12:53:49+00:00,192.168.56.21,0
2026-04-14T12:54:19+00:00,192.168.56.20,0
2026-04-14T12:54:19+00:00,192.168.56.21,0
2026-04-14T12:54:49+00:00,192.168.56.20,0
2026-04-14T12:54:49+00:00,192.168.56.21,0
2026-04-14T12:55:20+00:00,192.168.56.20,0
2026-04-14T12:55:20+00:00,192.168.56.21,0
2026-04-14T12:55:50+00:00,192.168.56.20,0
2026-04-14T12:55:50+00:00,192.168.56.21,0
2026-04-14T12:56:20+00:00,192.168.56.20,0
2026-04-14T12:56:20+00:00,192.168.56.21,0
2026-04-14T12:56:50+00:00,192.168.56.20,0
2026-04-14T12:56:50+00:00,192.168.56.21,0
2026-04-14T12:57:20+00:00,192.168.56.20,0
2026-04-14T12:57:20+00:00,192.168.56.21,0
2026-04-14T12:57:50+00:00,192.168.56.20,0
2026-04-14T12:57:50+00:00,192.168.56.21,0
2026-04-14T12:58:20+00:00,192.168.56.20,0
2026-04-14T12:58:20+00:00,192.168.56.21,0
2026-04-14T12:58:50+00:00,192.168.56.20,0
2026-04-14T12:58:50+00:00,192.168.56.21,0
2026-04-14T12:59:20+00:00,192.168.56.20,0
2026-04-14T12:59:20+00:00,192.168.56.21,0
2026-04-14T12:59:50+00:00,192.168.56.20,0
2026-04-14T12:59:50+00:00,192.168.56.21,0
2026-04-14T13:00:20+00:00,192.168.56.20,0
2026-04-14T13:00:20+00:00,192.168.56.21,0
2026-04-14T13:00:50+00:00,192.168.56.20,0
2026-04-14T13:00:50+00:00,192.168.56.21,0
2026-04-14T13:01:20+00:00,192.168.56.20,0
2026-04-14T13:01:20+00:00,192.168.56.21,0
2026-04-14T13:01:50+00:00,192.168.56.20,0
2026-04-14T13:01:50+00:00,192.168.56.21,0
2026-04-14T13:02:20+00:00,192.168.56.20,0
2026-04-14T13:02:20+00:00,192.168.56.21,0
2026-04-14T13:02:50+00:00,192.168.56.20,0
2026-04-14T13:02:50+00:00,192.168.56.21,0
2026-04-14T13:03:20+00:00,192.168.56.20,1
2026-04-14T13:03:20+00:00,192.168.56.21,0
2026-04-14T13:03:50+00:00,192.168.56.20,1
2026-04-14T13:03:50+00:00,192.168.56.21,0
2026-04-14T13:04:20+00:00,192.168.56.20,0
2026-04-14T13:04:20+00:00,192.168.56.21,0
2026-04-14T13:04:50+00:00,192.168.56.20,0
2026-04-14T13:04:50+00:00,192.168.56.21,0
2026-04-14T13:05:20+00:00,192.168.56.20,0
2026-04-14T13:05:20+00:00,192.168.56.21,0
2026-04-14T13:05:50+00:00,192.168.56.20,0
2026-04-14T13:05:50+00:00,192.168.56.21,0
